Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,55.080002,55.259998,54.139999,54.570000,54.570000,1629000
2017-01-04,54.720001,55.419998,54.720001,55.000000,55.000000,2100900
2017-01-05,54.799999,55.570000,54.799999,55.270000,55.270000,829600
2017-01-06,55.540001,56.959999,55.360001,56.790001,56.790001,1331800
2017-01-09,56.419998,56.639999,55.650002,56.490002,56.490002,1399800
2017-01-10,56.400002,57.669998,56.330002,56.990002,56.990002,1665100
2017-01-11,57.230000,57.650002,57.029999,57.580002,57.580002,898000
2017-01-12,57.200001,57.759998,56.779999,57.639999,57.639999,851600
2017-01-13,57.509998,58.270000,57.500000,58.169998,58.169998,1658200
2017-01-17,58.090000,58.980000,57.660000,57.939999,57.939999,1384200
2017-01-18,57.810001,58.599998,57.639999,58.570000,58.570000,698100
2017-01-19,58.369999,59.389999,58.090000,58.810001,58.810001,1283800
2017-01-20,58.790001,59.470001,58.759998,59.259998,59.259998,1111400
2017-01-23,59.040001,59.240002,57.639999,58.279999,58.279999,1097600
2017-01-24,58.599998,59.919998,58.380001,59.770000,59.770000,2015000
2017-01-25,60.000000,60.330002,59.540001,60.060001,60.060001,1643000
2017-01-26,60.240002,60.240002,59.500000,59.610001,59.610001,1590500
2017-01-27,61.470001,63.000000,61.200001,62.549999,62.549999,3005700
2017-01-30,62.099998,62.560001,61.669998,62.439999,62.439999,1490100
2017-01-31,62.099998,63.000000,61.900002,62.990002,62.990002,1369500
2017-02-01,62.820000,63.299999,62.200001,63.099998,63.099998,1449700
2017-02-02,62.790001,64.099998,62.540001,63.959999,63.959999,1099600
2017-02-03,63.549999,64.639999,63.549999,64.349998,64.349998,657700
2017-02-06,64.029999,64.919998,64.000000,64.629997,64.629997,1410100
2017-02-07,64.860001,65.139999,64.449997,64.860001,64.860001,920300
2017-02-08,64.739998,65.099998,64.500000,64.839996,64.839996,1258600
2017-02-09,64.879997,65.779999,64.610001,65.000000,65.000000,1047200
2017-02-10,65.190002,65.470001,64.629997,64.730003,64.730003,1035900
2017-02-13,64.860001,65.620003,64.779999,64.830002,64.830002,1281200
2017-02-14,64.750000,65.290001,64.570000,64.849998,64.849998,1115400
2017-02-15,64.779999,65.309998,64.680000,65.120003,65.120003,662400
2017-02-16,65.199997,65.779999,64.699997,65.120003,65.120003,1297800
2017-02-17,65.010002,65.269997,64.570000,64.589996,64.589996,1397800
2017-02-21,64.550003,65.290001,64.550003,65.099998,65.099998,1018600
2017-02-22,64.849998,65.269997,64.650002,64.769997,64.769997,1072700
2017-02-23,64.889999,65.000000,63.900002,64.120003,64.120003,1024900
2017-02-24,63.700001,64.320000,63.500000,64.239998,64.239998,858400
2017-02-27,63.980000,64.180000,63.750000,64.040001,64.040001,1785100
2017-02-28,63.639999,63.959999,63.299999,63.490002,63.490002,1206600
2017-03-01,63.490002,64.489998,63.470001,64.080002,64.080002,1402500
2017-03-02,63.799999,64.489998,63.400002,63.470001,63.470001,706600
2017-03-03,63.160000,63.439999,62.750000,63.439999,63.439999,871000
2017-03-06,63.130001,63.330002,62.459999,62.709999,62.709999,1330500
2017-03-07,62.709999,63.459999,62.680000,63.049999,63.049999,869300
2017-03-08,63.139999,63.959999,63.060001,63.520000,63.520000,1243800
2017-03-09,63.320000,63.450001,62.689999,63.130001,63.130001,929200
2017-03-10,63.400002,63.830002,62.910000,63.480000,63.480000,809700
2017-03-13,63.299999,63.840000,63.130001,63.500000,63.500000,1498500
2017-03-14,63.509998,63.650002,62.840000,63.490002,63.490002,868600
2017-03-15,63.560001,64.110001,63.290001,63.730000,63.730000,885800
2017-03-16,63.799999,64.230003,63.360001,64.000000,64.000000,1158300
2017-03-17,64.330002,64.750000,63.980000,64.190002,64.190002,931800
2017-03-20,64.059998,64.279999,63.660000,64.070000,64.070000,678500
2017-03-21,64.250000,64.389999,62.240002,62.439999,62.439999,1193000
2017-03-22,62.459999,63.200001,62.340000,62.980000,62.980000,728800
2017-03-23,62.970001,63.650002,62.529999,63.080002,63.080002,798900
2017-03-24,63.439999,64.099998,62.910000,63.369999,63.369999,761400
2017-03-27,62.770000,63.669998,62.330002,63.369999,63.369999,833100
2017-03-28,63.209999,64.110001,63.209999,63.570000,63.570000,1444800
2017-03-29,63.459999,64.010002,63.270000,63.900002,63.900002,1389000
2017-03-30,63.900002,65.279999,63.700001,63.990002,63.990002,2585400
2017-03-31,63.959999,64.400002,63.730000,64.080002,64.080002,1762900
2017-04-03,63.990002,64.919998,63.540001,63.849998,63.849998,1709000
2017-04-04,63.740002,64.599998,63.689999,64.180000,64.180000,1594100
2017-04-05,64.440002,64.930000,63.840000,64.019997,64.019997,2177600
2017-04-06,64.120003,64.489998,63.849998,64.199997,64.199997,1894900
2017-04-07,64.320000,64.959999,64.199997,64.870003,64.870003,1612700
2017-04-10,64.879997,65.260002,64.650002,64.910004,64.910004,2007500
2017-04-11,64.930000,65.199997,64.339996,65.110001,65.110001,1487300
2017-04-12,64.610001,64.919998,63.720001,63.900002,63.900002,1290500
2017-04-13,63.830002,64.470001,63.709999,63.919998,63.919998,1061100
2017-04-17,63.959999,64.339996,63.959999,64.250000,64.250000,644100
2017-04-18,64.019997,64.650002,63.759998,64.389999,64.389999,833700
2017-04-19,64.699997,64.699997,64.410004,64.529999,64.529999,700300
2017-04-20,64.559998,65.029999,64.129997,64.900002,64.900002,943500
2017-04-21,65.029999,65.029999,64.220001,64.419998,64.419998,1673100
2017-04-24,65.000000,66.239998,64.919998,66.180000,66.180000,2264800
2017-04-25,66.650002,66.949997,66.260002,66.349998,66.349998,2149100
2017-04-26,66.349998,67.540001,66.349998,67.059998,67.059998,1524300
2017-04-27,67.500000,67.589996,67.059998,67.430000,67.430000,874000
2017-04-28,67.459999,67.750000,66.629997,67.110001,67.110001,872000
2017-05-01,67.440002,67.709999,67.040001,67.570000,67.570000,1729000
2017-05-02,67.570000,67.800003,66.690002,66.930000,66.930000,1138700
2017-05-03,66.830002,66.830002,66.000000,66.169998,66.169998,868800
2017-05-04,66.180000,66.529999,65.879997,66.320000,66.320000,877900
2017-05-05,66.339996,67.379997,66.269997,67.290001,67.290001,1413300
2017-05-08,67.389999,67.989998,67.059998,67.629997,67.629997,2077100
2017-05-09,67.599998,68.250000,67.050003,67.239998,67.239998,1248300
2017-05-10,67.150002,67.419998,66.570000,66.980003,66.980003,1117800
2017-05-11,66.489998,66.620003,65.900002,66.099998,66.099998,1401000
2017-05-12,66.099998,66.379997,64.949997,64.949997,64.949997,5976500
2017-05-15,65.029999,66.559998,64.860001,66.260002,66.260002,1405800
2017-05-16,66.410004,66.959999,66.379997,66.540001,66.540001,1176000
2017-05-17,65.750000,66.139999,64.860001,64.889999,64.889999,1148900
2017-05-18,64.529999,64.849998,63.959999,64.660004,64.660004,1405100
2017-05-19,64.809998,65.650002,64.790001,64.919998,64.919998,706000
2017-05-22,65.419998,67.500000,65.269997,67.379997,67.379997,2365300
2017-05-23,67.860001,67.980003,67.000000,67.379997,67.379997,1416700
2017-05-24,67.589996,68.120003,67.370003,68.070000,68.070000,1184300
2017-05-25,68.279999,69.080002,68.180000,68.660004,68.660004,1685300
2017-05-26,68.529999,69.080002,68.309998,68.800003,68.800003,875400
2017-05-30,68.800003,69.339996,68.559998,68.750000,68.750000,2264600
2017-05-31,69.050003,69.389999,67.779999,69.389999,69.389999,9400900
2017-06-01,69.500000,69.720001,68.720001,69.279999,69.279999,2453400
2017-06-02,68.410004,69.040001,66.660004,68.250000,68.250000,2240400
2017-06-05,68.139999,68.199997,66.419998,66.610001,66.610001,2557300
2017-06-06,66.709999,67.309998,66.260002,67.129997,67.129997,1473500
2017-06-07,67.129997,67.870003,67.000000,67.830002,67.830002,1598200
2017-06-08,66.669998,67.480003,63.700001,65.099998,65.099998,3609100
2017-06-09,65.000000,65.199997,61.860001,62.560001,62.560001,3722600
2017-06-12,62.310001,62.630001,61.570000,62.240002,62.240002,2563400
2017-06-13,62.369999,63.180000,61.930000,62.820000,62.820000,1714600
2017-06-14,63.250000,63.310001,61.680000,62.169998,62.169998,1141000
2017-06-15,61.759998,61.919998,60.770000,61.849998,61.849998,1984600
2017-06-16,61.849998,62.320000,61.849998,62.119999,62.119999,1798800
2017-06-19,62.500000,63.169998,62.299999,62.669998,62.669998,785700
2017-06-20,62.730000,62.869999,62.119999,62.230000,62.230000,887800
2017-06-21,62.730000,63.549999,62.680000,63.320000,63.320000,1073100
2017-06-22,63.549999,64.110001,63.320000,63.560001,63.560001,851500
2017-06-23,63.419998,64.339996,63.330002,63.619999,63.619999,6463100
2017-06-26,63.790001,64.349998,63.299999,63.450001,63.450001,996000
2017-06-27,63.349998,63.400002,61.939999,61.980000,61.980000,1656600
2017-06-28,62.299999,62.900002,61.930000,62.700001,62.700001,1625700
2017-06-29,62.290001,62.450001,60.270000,60.799999,60.799999,1809500
2017-06-30,60.820000,61.419998,60.790001,61.110001,61.110001,786100
2017-07-03,61.130001,61.970001,60.360001,60.360001,60.360001,672900
2017-07-05,60.279999,61.000000,59.930000,60.799999,60.799999,932400
2017-07-06,60.320000,60.910000,60.169998,60.840000,60.840000,1318600
2017-07-07,60.950001,61.740002,60.860001,61.509998,61.509998,557600
2017-07-10,61.560001,61.709999,61.049999,61.500000,61.500000,695800
2017-07-11,61.450001,61.990002,61.119999,61.520000,61.520000,1071500
2017-07-12,61.930000,61.930000,61.299999,61.590000,61.590000,1028200
2017-07-13,61.590000,61.730000,61.099998,61.299999,61.299999,770500
2017-07-14,61.320000,61.500000,61.099998,61.200001,61.200001,417800
2017-07-17,61.299999,63.009998,60.980000,62.910000,62.910000,1123300
