Date,Open,High,Low,Close,Volume
42009,9292.30957,9292.30957,9182.019531,9274.110352,2311000
42010,9209.929688,9209.929688,9043.44043,9048.339844,2725800
42011,9051.94043,9108.660156,9050.540039,9080.089844,2384100
42012,9154.030273,9246.620117,9154.030273,9238.030273,2657600
42013,9247.400391,9284.570313,9215.580078,9215.580078,2398800
42016,9198.019531,9229.650391,9178.299805,9178.299805,2205700
42017,9162.769531,9253.820313,9161.709961,9231.799805,2324800
42018,9235.900391,9242.200195,9161.709961,9180.230469,2271500
42019,9197.320313,9219.429688,9149.099609,9165.089844,2210200
42020,9245.769531,9256.860352,9109.459961,9138.290039,2591100
42023,9183.759766,9247.089844,9151.820313,9174.05957,1893500
42024,9188.759766,9259.30957,9177.480469,9251.69043,1795000
42025,9283.790039,9319.709961,9275.679688,9319.709961,2174400
42026,9336.80957,9386.55957,9336.80957,9369.509766,2387200
42027,9422,9471.799805,9422,9470.94043,2647100
42030,9474.55957,9478.530273,9436.469727,9477.669922,1906500
42031,9505.55957,9523.730469,9471.19043,9521.589844,1875400
42032,9503.200195,9515.290039,9471.30957,9510.919922,1784400
42033,9479.360352,9482.129883,9403.75,9426.900391,1849600
42034,9452.849609,9466.650391,9361.910156,9361.910156,2041700
42037,9368.830078,9410.429688,9352.19043,9386.990234,1650800
42038,9394.469727,9460.169922,9394.469727,9448.730469,1649300
42039,9477.519531,9533.879883,9477.519531,9513.919922,2134800
42040,9511.05957,9517.419922,9472.419922,9512.049805,1523200
42041,9521.879883,9521.879883,9448.650391,9456.179688,1533300
42044,9465.120117,9465.120117,9413.179688,9421.5,1425200
42045,9405.589844,9435.070313,9390.129883,9393.700195,1631400
42046,9430.169922,9488.719727,9430.169922,9462.219727,1909200
42047,9496.389648,9500.349609,9447.19043,9496.30957,1563800
42048,9500.040039,9542.089844,9499.969727,9529.509766,1601700
42059,9582.389648,9638.480469,9582.389648,9629.370117,2332200
42060,9655.719727,9699.540039,9653.769531,9699.540039,2209800
42061,9687.480469,9688.070313,9610.589844,9622.099609,2117000
42065,9665.110352,9690.429688,9588.360352,9601.360352,2202800
42066,9628.05957,9642.950195,9571.639648,9605.769531,1882000
42067,9596.240234,9635.179688,9580.780273,9621.730469,1910300
42068,9627.040039,9631.040039,9564.44043,9595.089844,1921600
42069,9587.589844,9645.769531,9574.549805,9645.769531,2120500
42072,9617.040039,9617.040039,9549.759766,9562.980469,1785400
42073,9566.25,9583.780273,9520.330078,9536.530273,2012200
42074,9503.280273,9561.80957,9472.540039,9523.179688,2230500
42075,9537.230469,9608.019531,9530.740234,9596,2358800
42076,9608.44043,9633.509766,9579.349609,9579.349609,1941300
42079,9583.450195,9590.759766,9512.910156,9512.910156,1773200
42080,9555.099609,9629.799805,9539.44043,9539.44043,2021100
42081,9563.740234,9653.429688,9561.5,9653.429688,2195500
42082,9668.009766,9745.589844,9668.009766,9736.730469,2389700
42083,9706.349609,9749.69043,9705.320313,9749.69043,2580300
42086,9759.879883,9775.629883,9729.80957,9758.089844,2206800
42087,9759.959961,9768.709961,9701.330078,9731.660156,1945600
42088,9739.25,9743.580078,9653.469727,9667.830078,1966300
42089,9579.629883,9619.120117,9540.030273,9619.120117,2194600
42090,9593.070313,9608.44043,9503.719727,9503.719727,2251300
42093,9533.379883,9556.25,9503.530273,9521.870117,1783800
42094,9568.379883,9594.75,9527.870117,9586.44043,2184800
42095,9575.110352,9575.110352,9503.530273,9507.660156,1788200
42096,9535.980469,9628.950195,9535.980469,9600.320313,1860500
42101,9619.969727,9653.969727,9613.330078,9641.900391,2011600
42102,9646.070313,9654.669922,9562,9571.969727,1983700
42103,9597.209961,9663.049805,9559.709961,9568.040039,2165100
42104,9626.879883,9648.339844,9582.839844,9617.700195,2002700
42107,9622.639648,9666.519531,9622.589844,9666.519531,1855700
42108,9646.280273,9664.099609,9631.19043,9642.219727,2034000
42109,9629.700195,9654.150391,9508.139648,9540.05957,2435600
42110,9578.709961,9656.870117,9578.709961,9656.870117,2224100
42111,9608.599609,9615.519531,9570.929688,9570.929688,2047400
42114,9541.830078,9572.650391,9508.570313,9552.849609,1925300
42115,9554.799805,9598.860352,9512.639648,9533.980469,2098100
42116,9549.610352,9630.790039,9549.610352,9613,2128600
42117,9655.299805,9814.879883,9655.299805,9797.490234,3637800
42118,9839.709961,9961.30957,9839.709961,9913.280273,3791200
42121,9941.179688,10002.58008,9937.040039,9973.120117,3381800
42122,9998.080078,10014.28027,9918.009766,9956.830078,2770800
42123,9934.820313,9978.870117,9842.5,9853.830078,2859900
42124,9841.150391,9894.900391,9820.049805,9820.049805,2644700
42128,9853.509766,9871.650391,9800.480469,9845.040039,2298800
42129,9849.129883,9855.639648,9788.129883,9820.129883,2134800
42130,9780.389648,9829.429688,9735.94043,9818.200195,2353700
42131,9789.820313,9789.820313,9704.110352,9704.110352,2315900
42132,9724.290039,9760.509766,9692,9692,2012000
42135,9763.94043,9797.19043,9635.879883,9663.719727,2383200
42136,9637.709961,9702.669922,9637.209961,9680.730469,2141500
42137,9697.169922,9743.330078,9687.660156,9724.110352,2129200
42138,9730.330078,9734.549805,9600.240234,9610.830078,2198400
42139,9638.05957,9644.830078,9552.860352,9579.480469,1997700
42142,9603.75,9612.44043,9550.759766,9606.099609,2154300
42143,9623.950195,9722.799805,9623.950195,9716.769531,2439000
42144,9726.019531,9736.089844,9662.860352,9685.30957,2182900
42145,9647.530273,9647.530273,9536.160156,9578.55957,2176000
42146,9606.509766,9674.769531,9606.509766,9638.799805,2176100
42149,9654.280273,9654.280273,9589.320313,9645.169922,1568200
42150,9688.30957,9724.360352,9649.620117,9669.410156,1727100
42151,9666.889648,9710.290039,9648.709961,9693.540039,2376600
42152,9741.570313,9766.209961,9704.929688,9712.839844,2366200
42153,9727.589844,9747.269531,9693,9701.070313,3159400
42156,9688.129883,9692.339844,9589.089844,9625.69043,1981100
42157,9619.879883,9657.019531,9584.55957,9614.259766,2134600
42158,9617.75,9645.480469,9550.44043,9556.519531,2285900
42159,9537.089844,9558.769531,9325.009766,9348.629883,2951500
42160,9328.019531,9371.410156,9272.94043,9340.129883,2478600
42163,9324.219727,9419.219727,9258.980469,9368.429688,2178100
42164,9346.110352,9363.519531,9191.870117,9191.870117,2785900
42165,9246.660156,9334.5,9246.660156,9298.5,2190900
42166,9330.990234,9358.480469,9251.179688,9302.490234,2059600
