Date,Open,High,Low,Close,Volume
42738,2251.570068,2263.879883,2245.129883,2257.830078,3770530000
42739,2261.600098,2272.820068,2261.600098,2270.75,3764890000
42740,2268.179932,2271.5,2260.449951,2269,3761820000
42741,2271.139893,2282.100098,2264.060059,2276.97998,3339890000
42744,2273.590088,2275.48999,2268.899902,2268.899902,3217610000
42745,2269.719971,2279.27002,2265.27002,2268.899902,3638790000
42746,2268.600098,2275.320068,2260.830078,2275.320068,3620410000
42747,2271.139893,2271.780029,2254.25,2270.439941,3462130000
42748,2272.73999,2278.679932,2271.51001,2274.639893,3081270000
42752,2269.139893,2272.080078,2262.810059,2267.889893,3584990000
42753,2269.139893,2272.01001,2263.350098,2271.889893,3315250000
42754,2271.899902,2274.330078,2258.409912,2263.689941,3165970000
42755,2269.959961,2276.959961,2265.01001,2271.310059,3524970000
42758,2267.780029,2271.780029,2257.02002,2265.199951,3152710000
42759,2267.879883,2284.629883,2266.679932,2280.070068,3810960000
42760,2288.879883,2299.550049,2288.879883,2298.370117,3846020000
42761,2298.629883,2300.98999,2294.080078,2296.679932,3610360000
42762,2299.02002,2299.02002,2291.620117,2294.689941,3135890000
42765,2286.01001,2286.01001,2268.040039,2280.899902,3591270000
42766,2274.02002,2279.090088,2267.209961,2278.870117,4087450000
42767,2285.590088,2289.139893,2272.439941,2279.550049,3916610000
42768,2276.689941,2283.969971,2271.649902,2280.850098,3807710000
42769,2288.540039,2298.310059,2287.879883,2297.419922,3597970000
42772,2294.280029,2296.179932,2288.570068,2292.560059,3109050000
42773,2295.870117,2299.399902,2290.159912,2293.080078,3448690000
42774,2289.550049,2295.909912,2285.379883,2294.669922,3609740000
42775,2296.699951,2311.080078,2296.610107,2307.870117,3677940000
42776,2312.27002,2319.22998,2311.100098,2316.100098,3475020000
42779,2321.719971,2331.580078,2321.419922,2328.25,3349730000
42780,2326.120117,2337.580078,2322.169922,2337.580078,3520910000
42781,2335.580078,2351.300049,2334.810059,2349.25,3775590000
42782,2349.639893,2351.310059,2338.870117,2347.219971,3672370000
42783,2343.01001,2351.159912,2339.580078,2351.159912,3513060000
42787,2354.909912,2366.709961,2354.909912,2365.379883,3579780000
42788,2361.110107,2365.129883,2358.340088,2362.820068,3468670000
42789,2367.5,2368.26001,2355.090088,2363.810059,4015260000
42790,2355.72998,2367.340088,2352.870117,2367.340088,3831570000
42793,2365.22998,2371.540039,2361.870117,2369.75,3582610000
42794,2366.080078,2367.790039,2358.959961,2363.639893,4210140000
42795,2380.129883,2400.97998,2380.129883,2395.959961,4345180000
42796,2394.75,2394.75,2380.169922,2381.919922,3821320000
42797,2380.919922,2383.889893,2375.389893,2383.120117,3555260000
42800,2375.22998,2378.800049,2367.97998,2375.310059,3232700000
42801,2370.73999,2375.120117,2365.51001,2368.389893,3518390000
42802,2369.810059,2373.090088,2361.01001,2362.97998,3812100000
42803,2363.48999,2369.080078,2354.540039,2364.870117,3716340000
42804,2372.52002,2376.860107,2363.040039,2372.600098,3432950000
42807,2371.560059,2374.419922,2368.52002,2373.469971,3133900000
42808,2368.550049,2368.550049,2358.179932,2365.449951,3172630000
42809,2370.340088,2390.01001,2368.939941,2385.26001,3906840000
42810,2387.709961,2388.100098,2377.179932,2381.379883,3365660000
42811,2383.709961,2385.709961,2377.639893,2378.25,5178040000
42814,2378.23999,2379.550049,2369.659912,2373.469971,3054930000
42815,2379.320068,2381.929932,2341.899902,2344.02002,4265590000
42816,2343,2351.810059,2336.449951,2348.449951,3572730000
42817,2345.969971,2358.919922,2342.129883,2345.959961,3260600000
42818,2350.419922,2356.219971,2335.73999,2343.97998,2975130000
42821,2329.110107,2344.899902,2322.25,2341.590088,3240230000
42822,2339.790039,2363.780029,2337.629883,2358.570068,3367780000
42823,2356.540039,2363.360107,2352.939941,2361.129883,3106940000
42824,2361.310059,2370.419922,2358.580078,2368.060059,3158420000
42825,2364.820068,2370.350098,2362.600098,2362.719971,3354110000
42828,2362.340088,2365.870117,2344.72998,2358.840088,3416400000
42829,2354.76001,2360.530029,2350.719971,2360.159912,3206240000
42830,2366.590088,2378.360107,2350.52002,2352.949951,3770520000
